accuracy,loss,val_accuracy,val_loss
0.3199999928474426,1.1137173175811768,0.3333333432674408,1.1019866466522217
0.37166666984558105,1.096557378768921,0.3400000035762787,1.1001896858215332
0.39666667580604553,1.0791581869125366,0.31333333253860474,1.099999189376831
0.44333332777023315,1.0588945150375366,0.35333332419395447,1.0965933799743652
0.4266666769981384,1.047886848449707,0.33666667342185974,1.0950939655303955
0.46833333373069763,1.0242770910263062,0.3333333432674408,1.100179672241211
0.46000000834465027,1.0116866827011108,0.3333333432674408,1.0898385047912598
0.49000000953674316,0.9834766387939453,0.3499999940395355,1.0738834142684937
0.46666666865348816,0.9878262281417847,0.4533333480358124,1.0484400987625122
0.47999998927116394,0.9839978218078613,0.43666666746139526,1.0294203758239746
0.4983333349227905,0.9798450469970703,0.5,1.0027989149093628
0.4983333349227905,0.9664168357849121,0.5299999713897705,0.9774965643882751
0.4633333384990692,0.9979108572006226,0.5266666412353516,0.9729796051979065
0.5116666555404663,0.9636020064353943,0.5933333039283752,0.9267407059669495
0.5183333158493042,0.9572888016700745,0.5,1.0124660730361938
0.4650000035762787,0.9964001178741455,0.5699999928474426,0.9496331810951233
0.4983333349227905,0.941909909248352,0.5833333134651184,0.9107740521430969
0.5083333253860474,0.9643346071243286,0.5866666436195374,0.9148260354995728
0.5266666412353516,0.9524211883544922,0.5799999833106995,0.9026798605918884
0.5149999856948853,0.9386258721351624,0.5866666436195374,0.8960770964622498
